,商品全名,用户评论时间,用户评论内容
780,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 23:34:02,不得不说新款的macpro太强大了，整体机身很薄，手感很棒，简直就是一个艺术品，反应快，用户体验很棒。
781,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 23:13:40,这次到货有点慢，看了一眼，还没使用，外观看起来非常漂亮，希望用起来也不要失望！
782,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 22:47:35,苹果的外观个系统确实精致，爱上了苹果，收到了是正品，京东确实牛逼，选对了。希望之后不会出现质量问题
783,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 22:16:00,这是台2018年生产的电脑，电池却是2017年12月生产，而且刚到手就电池循环4次。各位预算不紧张的话还是去直营店买吧。
784,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 22:11:22,还在摸索中，感觉还是win舒服
785,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 20:43:43,是全新的，未激活的，序列号保修也没问题。下单没注意，默认好像是电子发票，纸质发票都不开的，问客服也只是机器人回答
786,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 20:32:06,无与伦比的好用～不仅仅是产品，我觉得更是个艺术品！
787,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 20:16:53,挺好用的，中间有些插曲，解决了，服务到位。
788,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 19:56:45,用了两天，还不错，不过确实比较难用需要学习
789,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 19:55:35,整体还行 就是 有点发热  包装挺好的，送货员 也不错。
790,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 19:28:35,非常好，喜欢，大气，上档次
791,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 18:00:51,电脑同样的散热性能很差，外壳一直出现触电，手被电击麻木了，我在想这就是描述中的产品吗？老板说叫我去检测一下，我拿钱没地方花，真的醉了&hellip;&hellip;一分钱一分货，这对等吗？为啥发货前就不仔细查看呢？请给我一个合理的解释，我真的不明白！
792,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 17:48:43,好看，一直想买。终于买了。618还挺便宜
793,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 17:26:15,不错，发货很快下次还会再买
794,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 15:36:54,电脑是正品！可惜就是我刚卖完就降价，直接降价400块，心里委屈，你们是不是拿着客户大数据，在这里调价！！！
795,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 14:26:37,电脑不错，很轻巧，屏幕显示也不错！
796,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 14:12:33,好
797,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 13:44:37,有问题就拉黑了，不解！等我退回去解决后再评价．．．待续
798,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 13:26:22,刚买10天出现花屏现象
799,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 13:17:54,很棒～而且买的时候很便宜 真的不同的体验 超轻薄
800,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 12:33:26,很不错，充电次数为3次。基本待机2天半，颜值没得说，真棒
801,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 12:31:15,买来送给媳妇儿的生日礼物，用了一段时间，挺好的！
802,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 12:29:41,垃圾京东，我买的这个一直觉得是个劣质产品，各种出问题，现在这个大写键每次都关不掉，要重新启动才能关，问售后也没人理，崩溃死了，怪自己当时想着比实体店少花一点钱，现在肠子都悔青了。?
803,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 11:58:42,菜鸟第一次买送女儿的儿童节礼礼物，正在慢慢学习中，京东自营买放心，品质保证。送货小哥帅帅的很愉快，言语言行素养很高，必须点赞！
804,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 11:27:17,心心念念终于买了MacBook Pro，深灰色大气简约，一开始在跟air之间纠结很久，考虑到可能需要剪辑，还是狠心买了，确实不错。
805,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 11:25:16,不错，满意
806,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 11:21:18,还在适应中，对苹果系统还不太习惯，不过很漂亮，很多布局设计很不错，能送个鼠标就好了，以后再评价
807,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 10:39:58,东西很好 电池循环一次 非常满意 有待使用后再做评价
808,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 10:08:34,总体来说不错，查了下官网保修时间。只有1年吗？
809,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 10:02:26,东西不错简单轻便 苹果性能强大就是刚刚买完就降价了。
810,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 09:40:58,机子轻巧 超薄 开机速度快。京尊物流很专业
811,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 09:23:22,正品速度快，轻便，散热不错，电池一般般，整体满意。
812,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 08:31:00,售后人员不错
813,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 07:56:57,值这个价格，电脑用起来很棒。
814,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 07:45:47,超级快。没问题................
815,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-22 00:50:28,很快，专车专送，可惜不是好车，东西很不错
816,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 23:56:11,还可以
817,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 23:51:56,很不错的 苹果电脑。快递很好
818,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 23:39:40,我是打的物流电话，自己找的送货员取的，太着急了，第二次买苹果笔记本，新款颜值的确很高，618买的，可惜没有买到自己钟意的灰色。新款没U**接口和sd卡接口挺遗憾。自己又配了转接器和鼠标。先用用本子再回来评价。
819,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 23:32:40,很久想买了，终于买了，希望可以让自己变得优秀
820,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 22:15:51,一件精致的玩具，正在熟悉中
821,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 22:06:16,京东还是值得信赖的，在京东上买了很多数码用品，都是正品行货。pro打开屏幕的一瞬间真的很震撼，屏幕显示太爽了，各种手势操作很方便。
822,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 22:05:31,公司购买，发货速度快，服务态度好，笔记本很漂亮
823,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 21:55:28,买来送人哒，自己可舍不得买这么贵的。不过这东西真心好，看着就好！哈哈
824,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 21:45:56,很差的京东
825,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 21:41:48,刚买完就降价实在太心塞啦。不过京东的品质真心有保障，买来送人的，派送的很及时。
826,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 21:41:47,联系卖家发银色的 联系三次都没回复
827,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 21:22:36,做工很好 目前没任何问题 系统流畅 很有质感
828,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 20:59:06,选来选去还是选了顶配版2017macbook，性能强大，系统稳定，上手也很快，音响效果非常棒，触控板用着也很爽，要是可以定制硬件就更好了，512g，还是小了点，定制1个t多好。好东西不多说。用一阵再来评价。
829,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 20:53:03,很好！！
830,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 20:12:05,特价时候卖的，便宜好多，超值
831,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 19:50:40,暂时用得还行，以后再来追加评论
832,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 19:36:34,京东的物流还是特别快，快递小哥也和我说一个星期可以退货联系售后  买这么贵重的东西  在京东还是放心的   值得信赖
833,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 18:20:29,物流快速，包装完好！好评！
834,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 17:52:42,东西还是挺好的，感觉物有所值，只是618苹果电脑活动力度实在不敢恭维
835,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 16:55:21,性价比极高
836,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 15:56:31,不错
837,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 15:45:01,下单的第二天一早就收到了 速度非常快！外观很好看，系统流畅，需要一段时间适应操作。总体来说666，用的很开心。
838,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 14:41:28,本本很薄，手感十分舒服，深空灰显的很大气沉稳，系统使用还在摸索中。
839,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 13:47:53,感觉不错，继续使用中
840,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 13:32:55,非差不够哈哈啊纠结啊卡卡啊铿铿锵锵看
841,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 13:26:39,很不错，运营很完美，做工很好，主要是色彩方面，其他电脑无法比啊，哈哈哈
842,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 12:40:21,灰色比想象中好看，物流很快，很轻，携带很方便。
843,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 12:36:10,非常棒
844,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 11:51:10,提前到手，物有所值
845,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 11:23:10,正品无疑，买电脑手机还是一直信任jd！没毛病！
846,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 10:59:07,第一次用苹果笔记本，外型很漂亮，做工考究，运行起来也很流畅，就是很多都不熟悉，需要慢慢适应和学习。京东的服务也很好，荣获很职业，不尽快速，更为客户着想。
847,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 10:55:20,"非常感谢京东商城给予的优质的服务，从仓储管理、物流配送
等各方面都是做的非常好的。送货及时，配送员也非常的热
情，有时候不方便收件的时候，也安排时间另行配送。同时京
东商城在售后管理.上也非常好以解客户忧患，
排除万难。给予
我们非常好的购物的体验。质量非常好，与卖家描述的完全一
致，非常满意，真的完全超出期望值，发货速度非常快，
包装
非常仔细、严实，物流公司服务态度很好，运送速度也很快。
祝生意兴隆商品大卖!"
848,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 10:22:10,喜欢喜欢喜欢，买来修图的 感觉屏幕太小 然后自己又买了个外接屏 朋友说也要买一个 目前没有发现什么bug 喜欢喜欢喜欢，买来修图的 感觉屏幕太小 然后自己又买了个外接屏 朋友说也要买一个 目前没有发现什么bug 喜欢喜欢喜欢，买来修图的 感觉屏幕太小 然后喜欢喜欢喜欢，买来修图的 感觉屏幕太小 然后自己又买了个外接屏 朋友说也要买一个 目前没有发现什么bug自己又买了个外接屏 朋友说也要买一个 目前没有发现什么bug
849,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 10:13:53,还可以就9588买的，过两天就8888了，掉价太快了，有点不甘心哈哈哈
850,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 09:27:04,用了两个月，问题不大
851,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 09:05:45,用着挺合适
852,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 08:55:08,买了没多久刘降到八八八八了，价保只有七天？坑啊。2018款夭折了算是个好消息吧。只有两个雷电3接口，又得升级下hub...
853,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 08:48:07,电脑是真的漂亮，电池循环次数一次，妥妥的全新机，用起来很舒服，显示屏是真的很清晰。但看电视剧时有些发热，也在能接受范围内。键盘和之前air的键盘完全不一样，打字时候蛮有力度的感觉；触控板还有很多需要学习的东西，目前了解的这几样快捷操作，让我终于感觉到触控板的重要性和便利性，鼠标已经可以完全不需要了。就是没有u盘接口让我比较闹心，趁着活动买了一个转换器。这几天准备开始研究office和ps软件了，期待。总之虽然买的是乞丐版，但已经很满意了
854,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 08:41:34,收到之后马上验了序列号，是全新品。买来快一个月了，目前使用得没出现什么问题。而且苹果系统的操作体验也很棒。
855,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 08:26:44,电脑很好。用着很不错。不愧是Mac。一身才华。
856,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 08:04:03,本本很漂亮，运行速度也很快，闪存稍微有点小了，总担心不够用。
857,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 08:01:57,外观很惊艳，是想要的本本。
858,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 07:43:39,等不到2018款就只能买2017款了，笔记本还是很不错的。
859,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 06:03:02,京东送货速度没的说，老公办公用，苹果的系统刚开始用还不太习惯，先习惯一下
860,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 02:04:47,很不错，买的时候便宜了很多，幸好抢到了，快递很给力，就是刚开始很不习惯
861,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 00:12:50,东西很不错，质量很好，值得推荐
862,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-21 00:11:55,循环电量2次，第一次购买MAC还不太会用，等用用再来评价
863,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 23:44:28,还可以吧  打折买的   也没便宜多少  就是喜欢京东的物流速度     赠品中本来显示有APP store优惠券  结果却说送完了没了。。。头一次这么气
864,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 23:39:29,快递小哥很给力，当天就送到了！可惜包装很一般，产品外观也不敢恭维，颜色有点难看，还没有手机连接接口，也没有转接头，跟印象中高大上，用户体验好，这些说法差距有点大，但价格贵却没一直没变。申请售后退货 或者更换颜色 直接被拒绝。之前京东买ｕ盘，移动硬盘这些电子产品退货都是秒退的，印象中服务确实到位，都是直接给的五星好评。可惜这次买花了一万多的，遇到完全不靠谱售后，只能自己认栽，默默的吃亏！
865,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 23:21:05,电脑不错，使用起来很爽。
866,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 23:02:49,送老公的礼物！活动价买的，还算行吧！！！！
867,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 22:47:56,全新正品，系统还在熟悉中，软件也下的差不多了，非常信赖京东，买了很多了
868,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 22:34:23,Macbookpro名不虚传，等不了18款了，直接上手17的，对我来说13寸的屏幕已经够用了，虽然没有独显，但是不打大型游戏，主要也是方便携带，还便宜哈哈。屏幕显示效果可以说是非常惊艳了，@的音质也很不错，总体来说，挺满意的，要用的话，建议入手一个type-c扩展坞，方便插网线u盘鼠标键盘&hellip;
869,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 21:46:50,电脑很好，外观很赞，风扇根本不转，很安静，买来学开发的很好用，电池也很耐用，用了几天都没关过机，一晚上最多100之5，很不错，屏幕很棒，键盘不像传说中的难用，就这些。
870,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 21:44:51,期待了很久的宝贝，非常棒，运行速度非常快，缺点是很多软件还没有mac版的，这个是个很大的缺憾，但这不影响我对它的喜爱。给力
871,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 21:38:15,超级喜欢这个手感 哈哈哈哈
872,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 20:47:32,外观很漂亮，配置也给力，毕竟这个价位也不便宜。运行还是很流畅的，目前使用没发现其它问题。
873,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 20:29:33,东西不错，快递小哥更给力，不知道叫什么专送，西服革履得，好高大上
874,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 20:28:38,好
875,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 20:12:22,目前用了两天 没啥问题   就是你家仓库太潮湿了     还有电池耗电很快   待机12个小时  掉了 14的电
876,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 19:46:24,好用
877,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 18:12:53,颜值很高，正在适应苹果系统，看着舒服
878,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 18:02:58,宝贝已经收到了，这款是可以说是期待已久，bar功能也比较方便，感觉类似苹果手机的小白点，非常满意，物流超快，快的有点意外
879,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 17:46:47,这次花了大价钱，希望不要让我失望
880,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 16:22:12,物流很给力，商品很好，好评。
881,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 16:14:30,618期间抢到的，真心划算，朋友做苹果生意都给不到这样的价，还有30天保价服务，相当到位了，现在家用电器数码产品统统京东包了，产品好，服务好，速度快，多快好省相当贴切
882,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 16:13:41,物流很给力，商品很好，好评。
883,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 16:12:35,物流很给力，商品很好，好评。
884,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 15:53:58,618活动买的，中间有点小插曲，但是最终还是完美拿到心心念念的电脑。京尊达绝对不是盖的，带白手套的小哥哥服务太好了，信赖京东，很赞很贵的一次购物
885,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 15:53:48,还不错 在618之前买的 懒得等活动了 各方面都还可以 开多了会发热
886,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 15:53:42,非常好，是正品！
887,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 15:35:26,正品奥.买前还担心着呢.现在已经办公用上了.上图
888,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 15:31:14,好像没有发现阴阳屏 但是屏幕漏光严重 不影响使用 将就了
889,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 15:26:13,充电点流感非常明显，外盖上有划痕，第一次打开电池循环次数4，是不是未开封的新机仁者见仁吧，京东自营的名头不知道还能维持多久
890,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 15:11:17,观望已久，终于剁手了~快递员态度很好！
891,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 15:04:54,很不错，美观。
892,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 14:20:44,东西是真好，6月份15000左右，我14088抢的，现在涨到15752了，也太快了吧
893,Apple MacBook Pro 13.3英寸笔记本电脑 银色（2017款Multi-Touch Bar/Core i5/8GB/512GB MPXY2CH/A）,2018-06-20 14:18:52,很好的电脑！！！很喜欢！！！
